date,set_name,Near Mint
2025-03-10 00:00:00+00:00,SV: Prismatic Evolutions,8084.72
2025-03-11 00:00:00+00:00,SV: Prismatic Evolutions,8084.72
2025-03-12 00:00:00+00:00,SV: Prismatic Evolutions,8084.72
2025-03-13 00:00:00+00:00,SV: Prismatic Evolutions,8084.72
2025-03-14 00:00:00+00:00,SV: Prismatic Evolutions,8084.72
2025-03-15 00:00:00+00:00,SV: Prismatic Evolutions,8084.72
2025-03-16 00:00:00+00:00,SV: Prismatic Evolutions,8084.72
2025-03-17 00:00:00+00:00,SV: Prismatic Evolutions,8101.17
2025-03-18 00:00:00+00:00,SV: Prismatic Evolutions,8101.17
2025-03-19 00:00:00+00:00,SV: Prismatic Evolutions,8101.17
2025-03-20 00:00:00+00:00,SV: Prismatic Evolutions,8101.17
2025-03-21 00:00:00+00:00,SV: Prismatic Evolutions,8101.17
2025-03-22 00:00:00+00:00,SV: Prismatic Evolutions,8101.17
2025-03-23 00:00:00+00:00,SV: Prismatic Evolutions,8101.17
2025-03-24 00:00:00+00:00,SV: Prismatic Evolutions,8054.0
2025-03-25 00:00:00+00:00,SV: Prismatic Evolutions,8054.0
2025-03-26 00:00:00+00:00,SV: Prismatic Evolutions,8054.0
2025-03-27 00:00:00+00:00,SV: Prismatic Evolutions,8054.0
2025-03-28 00:00:00+00:00,SV: Prismatic Evolutions,8054.0
2025-03-29 00:00:00+00:00,SV: Prismatic Evolutions,8054.0
2025-03-30 00:00:00+00:00,SV: Prismatic Evolutions,8054.0
2025-03-31 00:00:00+00:00,SV: Prismatic Evolutions,7984.13
2025-04-01 00:00:00+00:00,SV: Prismatic Evolutions,7984.13
2025-04-02 00:00:00+00:00,SV: Prismatic Evolutions,7984.13
2025-04-03 00:00:00+00:00,SV: Prismatic Evolutions,7984.13
2025-04-04 00:00:00+00:00,SV: Prismatic Evolutions,7984.13
2025-04-05 00:00:00+00:00,SV: Prismatic Evolutions,7984.13
2025-04-06 00:00:00+00:00,SV: Prismatic Evolutions,7984.13
2025-04-07 00:00:00+00:00,SV: Prismatic Evolutions,7943.66
2025-04-08 00:00:00+00:00,SV: Prismatic Evolutions,7943.66
2025-04-09 00:00:00+00:00,SV: Prismatic Evolutions,7943.66
2025-04-10 00:00:00+00:00,SV: Prismatic Evolutions,7943.66
2025-04-11 00:00:00+00:00,SV: Prismatic Evolutions,7943.66
2025-04-12 00:00:00+00:00,SV: Prismatic Evolutions,7943.66
2025-04-13 00:00:00+00:00,SV: Prismatic Evolutions,7943.66
2025-04-14 00:00:00+00:00,SV: Prismatic Evolutions,7800.25
2025-04-15 00:00:00+00:00,SV: Prismatic Evolutions,7800.25
2025-04-16 00:00:00+00:00,SV: Prismatic Evolutions,7800.25
2025-04-17 00:00:00+00:00,SV: Prismatic Evolutions,7800.25
2025-04-18 00:00:00+00:00,SV: Prismatic Evolutions,7800.25
2025-04-19 00:00:00+00:00,SV: Prismatic Evolutions,7800.25
2025-04-20 00:00:00+00:00,SV: Prismatic Evolutions,7800.25
2025-04-21 00:00:00+00:00,SV: Prismatic Evolutions,7584.21
2025-04-22 00:00:00+00:00,SV: Prismatic Evolutions,7584.21
2025-04-23 00:00:00+00:00,SV: Prismatic Evolutions,7584.21
2025-04-24 00:00:00+00:00,SV: Prismatic Evolutions,7584.21
2025-04-25 00:00:00+00:00,SV: Prismatic Evolutions,7584.21
2025-04-26 00:00:00+00:00,SV: Prismatic Evolutions,7584.21
2025-04-27 00:00:00+00:00,SV: Prismatic Evolutions,7584.21
2025-04-28 00:00:00+00:00,SV: Prismatic Evolutions,7366.35
2025-04-29 00:00:00+00:00,SV: Prismatic Evolutions,7366.35
2025-04-30 00:00:00+00:00,SV: Prismatic Evolutions,7366.35
2025-05-01 00:00:00+00:00,SV: Prismatic Evolutions,7366.35
2025-05-02 00:00:00+00:00,SV: Prismatic Evolutions,7366.35
2025-05-03 00:00:00+00:00,SV: Prismatic Evolutions,7366.35
2025-05-04 00:00:00+00:00,SV: Prismatic Evolutions,7366.35
2025-05-05 00:00:00+00:00,SV: Prismatic Evolutions,7098.05
2025-05-06 00:00:00+00:00,SV: Prismatic Evolutions,7098.05
2025-05-07 00:00:00+00:00,SV: Prismatic Evolutions,7098.05
2025-05-08 00:00:00+00:00,SV: Prismatic Evolutions,7098.05
2025-05-09 00:00:00+00:00,SV: Prismatic Evolutions,7098.05
2025-05-10 00:00:00+00:00,SV: Prismatic Evolutions,7098.05
2025-05-11 00:00:00+00:00,SV: Prismatic Evolutions,7098.05
2025-05-12 00:00:00+00:00,SV: Prismatic Evolutions,6629.91
2025-05-13 00:00:00+00:00,SV: Prismatic Evolutions,6629.91
2025-05-14 00:00:00+00:00,SV: Prismatic Evolutions,6629.91
2025-05-15 00:00:00+00:00,SV: Prismatic Evolutions,6629.91
2025-05-16 00:00:00+00:00,SV: Prismatic Evolutions,6629.91
2025-05-17 00:00:00+00:00,SV: Prismatic Evolutions,6629.91
2025-05-18 00:00:00+00:00,SV: Prismatic Evolutions,6629.91
2025-05-19 00:00:00+00:00,SV: Prismatic Evolutions,6460.54
2025-05-20 00:00:00+00:00,SV: Prismatic Evolutions,6460.54
2025-05-21 00:00:00+00:00,SV: Prismatic Evolutions,6460.54
2025-05-22 00:00:00+00:00,SV: Prismatic Evolutions,6460.54
2025-05-23 00:00:00+00:00,SV: Prismatic Evolutions,6460.54
2025-05-24 00:00:00+00:00,SV: Prismatic Evolutions,6460.54
2025-05-25 00:00:00+00:00,SV: Prismatic Evolutions,6460.54
2025-05-26 00:00:00+00:00,SV: Prismatic Evolutions,6187.39
2025-05-27 00:00:00+00:00,SV: Prismatic Evolutions,6187.39
2025-05-28 00:00:00+00:00,SV: Prismatic Evolutions,6187.39
2025-05-29 00:00:00+00:00,SV: Prismatic Evolutions,6187.39
2025-05-30 00:00:00+00:00,SV: Prismatic Evolutions,6187.39
2025-05-31 00:00:00+00:00,SV: Prismatic Evolutions,6187.39
2025-06-01 00:00:00+00:00,SV: Prismatic Evolutions,6187.39
2025-06-02 00:00:00+00:00,SV: Prismatic Evolutions,5878.72
2025-06-03 00:00:00+00:00,SV: Prismatic Evolutions,5878.72
2025-06-04 00:00:00+00:00,SV: Prismatic Evolutions,5878.72
2025-06-05 00:00:00+00:00,SV: Prismatic Evolutions,5878.72
2025-06-06 00:00:00+00:00,SV: Prismatic Evolutions,5878.72
2025-06-07 00:00:00+00:00,SV: Prismatic Evolutions,5878.72
2025-06-08 00:00:00+00:00,SV: Prismatic Evolutions,5878.72
2025-06-09 00:00:00+00:00,SV: Prismatic Evolutions,5548.52
2025-06-10 00:00:00+00:00,SV: Prismatic Evolutions,5548.52
2025-06-11 00:00:00+00:00,SV: Prismatic Evolutions,5548.52
2025-06-12 00:00:00+00:00,SV: Prismatic Evolutions,5548.52
2025-06-13 00:00:00+00:00,SV: Prismatic Evolutions,5548.52
2025-06-14 00:00:00+00:00,SV: Prismatic Evolutions,5548.52
2025-06-15 00:00:00+00:00,SV: Prismatic Evolutions,5548.52
2025-06-16 00:00:00+00:00,SV: Prismatic Evolutions,5249.68
2025-06-17 00:00:00+00:00,SV: Prismatic Evolutions,5249.68
2025-06-18 00:00:00+00:00,SV: Prismatic Evolutions,5249.68
2025-06-19 00:00:00+00:00,SV: Prismatic Evolutions,5249.68
