date,set_name,Near Mint
2025-01-01 00:00:00+00:00,Journey Together,0.0
2025-01-02 00:00:00+00:00,Journey Together,0.0
2025-01-03 00:00:00+00:00,Journey Together,0.0
2025-01-04 00:00:00+00:00,Journey Together,0.0
2025-01-05 00:00:00+00:00,Journey Together,0.0
2025-01-06 00:00:00+00:00,Journey Together,0.0
2025-01-07 00:00:00+00:00,Journey Together,0.0
2025-01-08 00:00:00+00:00,Journey Together,0.0
2025-01-09 00:00:00+00:00,Journey Together,0.0
2025-01-10 00:00:00+00:00,Journey Together,0.0
2025-01-11 00:00:00+00:00,Journey Together,0.0
2025-01-12 00:00:00+00:00,Journey Together,0.0
2025-01-13 00:00:00+00:00,Journey Together,0.0
2025-01-14 00:00:00+00:00,Journey Together,0.0
2025-01-15 00:00:00+00:00,Journey Together,0.0
2025-01-16 00:00:00+00:00,Journey Together,0.0
2025-01-17 00:00:00+00:00,Journey Together,0.0
2025-01-18 00:00:00+00:00,Journey Together,0.0
2025-01-19 00:00:00+00:00,Journey Together,0.0
2025-01-20 00:00:00+00:00,Journey Together,0.0
2025-01-21 00:00:00+00:00,Journey Together,0.0
2025-01-22 00:00:00+00:00,Journey Together,0.0
2025-01-23 00:00:00+00:00,Journey Together,0.0
2025-01-24 00:00:00+00:00,Journey Together,0.0
2025-01-25 00:00:00+00:00,Journey Together,0.0
2025-01-26 00:00:00+00:00,Journey Together,0.0
2025-01-27 00:00:00+00:00,Journey Together,0.0
2025-01-28 00:00:00+00:00,Journey Together,0.0
2025-01-29 00:00:00+00:00,Journey Together,0.0
2025-01-30 00:00:00+00:00,Journey Together,0.0
2025-01-31 00:00:00+00:00,Journey Together,0.0
2025-02-01 00:00:00+00:00,Journey Together,0.0
2025-02-02 00:00:00+00:00,Journey Together,0.0
2025-02-03 00:00:00+00:00,Journey Together,0.0
2025-02-04 00:00:00+00:00,Journey Together,0.0
2025-02-05 00:00:00+00:00,Journey Together,0.0
2025-02-06 00:00:00+00:00,Journey Together,0.0
2025-02-07 00:00:00+00:00,Journey Together,0.0
2025-02-08 00:00:00+00:00,Journey Together,0.0
2025-02-09 00:00:00+00:00,Journey Together,0.0
2025-02-10 00:00:00+00:00,Journey Together,0.0
2025-02-11 00:00:00+00:00,Journey Together,0.0
2025-02-12 00:00:00+00:00,Journey Together,0.0
2025-02-13 00:00:00+00:00,Journey Together,0.0
2025-02-14 00:00:00+00:00,Journey Together,0.0
2025-02-15 00:00:00+00:00,Journey Together,0.0
2025-02-16 00:00:00+00:00,Journey Together,0.0
2025-02-17 00:00:00+00:00,Journey Together,0.0
2025-02-18 00:00:00+00:00,Journey Together,0.0
2025-02-19 00:00:00+00:00,Journey Together,0.0
2025-02-20 00:00:00+00:00,Journey Together,0.0
2025-02-21 00:00:00+00:00,Journey Together,0.0
2025-02-22 00:00:00+00:00,Journey Together,0.0
2025-02-23 00:00:00+00:00,Journey Together,0.0
2025-02-24 00:00:00+00:00,Journey Together,0.0
2025-02-25 00:00:00+00:00,Journey Together,0.0
2025-02-26 00:00:00+00:00,Journey Together,0.0
2025-02-27 00:00:00+00:00,Journey Together,0.0
2025-02-28 00:00:00+00:00,Journey Together,0.0
2025-03-01 00:00:00+00:00,Journey Together,0.0
2025-03-02 00:00:00+00:00,Journey Together,0.0
2025-03-03 00:00:00+00:00,Journey Together,0.0
2025-03-04 00:00:00+00:00,Journey Together,0.0
2025-03-05 00:00:00+00:00,Journey Together,0.0
2025-03-06 00:00:00+00:00,Journey Together,0.0
2025-03-07 00:00:00+00:00,Journey Together,0.0
2025-03-08 00:00:00+00:00,Journey Together,0.0
2025-03-09 00:00:00+00:00,Journey Together,0.0
2025-03-10 00:00:00+00:00,Journey Together,0.0
2025-03-11 00:00:00+00:00,Journey Together,0.0
2025-03-12 00:00:00+00:00,Journey Together,0.0
2025-03-13 00:00:00+00:00,Journey Together,0.0
2025-03-14 00:00:00+00:00,Journey Together,0.0
2025-03-15 00:00:00+00:00,Journey Together,0.0
2025-03-16 00:00:00+00:00,Journey Together,0.0
2025-03-17 00:00:00+00:00,Journey Together,0.0
2025-03-18 00:00:00+00:00,Journey Together,0.0
2025-03-19 00:00:00+00:00,Journey Together,0.0
2025-03-20 00:00:00+00:00,Journey Together,0.0
2025-03-21 00:00:00+00:00,Journey Together,0.0
2025-03-22 00:00:00+00:00,Journey Together,0.0
2025-03-23 00:00:00+00:00,Journey Together,0.0
2025-03-24 00:00:00+00:00,Journey Together,0.0
2025-03-25 00:00:00+00:00,Journey Together,0.0
2025-03-26 00:00:00+00:00,Journey Together,0.0
2025-03-27 00:00:00+00:00,Journey Together,0.0
2025-03-28 00:00:00+00:00,Journey Together,0.0
2025-03-29 00:00:00+00:00,Journey Together,0.0
2025-03-30 00:00:00+00:00,Journey Together,0.0
2025-03-31 00:00:00+00:00,Journey Together,1009.55
2025-04-01 00:00:00+00:00,Journey Together,1009.55
2025-04-02 00:00:00+00:00,Journey Together,1009.55
2025-04-03 00:00:00+00:00,Journey Together,1009.55
2025-04-04 00:00:00+00:00,Journey Together,1009.55
2025-04-05 00:00:00+00:00,Journey Together,1009.55
2025-04-06 00:00:00+00:00,Journey Together,1009.55
2025-04-07 00:00:00+00:00,Journey Together,915.05
2025-04-08 00:00:00+00:00,Journey Together,915.05
2025-04-09 00:00:00+00:00,Journey Together,915.05
2025-04-10 00:00:00+00:00,Journey Together,915.05
2025-04-11 00:00:00+00:00,Journey Together,915.05
2025-04-12 00:00:00+00:00,Journey Together,915.05
2025-04-13 00:00:00+00:00,Journey Together,915.05
2025-04-14 00:00:00+00:00,Journey Together,885.5300000000001
2025-04-15 00:00:00+00:00,Journey Together,885.5300000000001
2025-04-16 00:00:00+00:00,Journey Together,885.5300000000001
2025-04-17 00:00:00+00:00,Journey Together,885.5300000000001
2025-04-18 00:00:00+00:00,Journey Together,885.5300000000001
2025-04-19 00:00:00+00:00,Journey Together,885.5300000000001
2025-04-20 00:00:00+00:00,Journey Together,885.5300000000001
2025-04-21 00:00:00+00:00,Journey Together,854.36
2025-04-22 00:00:00+00:00,Journey Together,854.36
2025-04-23 00:00:00+00:00,Journey Together,854.36
2025-04-24 00:00:00+00:00,Journey Together,854.36
2025-04-25 00:00:00+00:00,Journey Together,854.36
2025-04-26 00:00:00+00:00,Journey Together,854.36
2025-04-27 00:00:00+00:00,Journey Together,854.36
2025-04-28 00:00:00+00:00,Journey Together,805.65
2025-04-29 00:00:00+00:00,Journey Together,805.65
2025-04-30 00:00:00+00:00,Journey Together,805.65
2025-05-01 00:00:00+00:00,Journey Together,805.65
2025-05-02 00:00:00+00:00,Journey Together,805.65
2025-05-03 00:00:00+00:00,Journey Together,805.65
2025-05-04 00:00:00+00:00,Journey Together,805.65
2025-05-05 00:00:00+00:00,Journey Together,761.11
2025-05-06 00:00:00+00:00,Journey Together,761.11
2025-05-07 00:00:00+00:00,Journey Together,761.11
2025-05-08 00:00:00+00:00,Journey Together,761.11
2025-05-09 00:00:00+00:00,Journey Together,761.11
2025-05-10 00:00:00+00:00,Journey Together,761.11
2025-05-11 00:00:00+00:00,Journey Together,761.11
2025-05-12 00:00:00+00:00,Journey Together,763.02
2025-05-13 00:00:00+00:00,Journey Together,763.02
2025-05-14 00:00:00+00:00,Journey Together,763.02
2025-05-15 00:00:00+00:00,Journey Together,763.02
2025-05-16 00:00:00+00:00,Journey Together,763.02
2025-05-17 00:00:00+00:00,Journey Together,763.02
2025-05-18 00:00:00+00:00,Journey Together,763.02
2025-05-19 00:00:00+00:00,Journey Together,730.9100000000001
2025-05-20 00:00:00+00:00,Journey Together,730.9100000000001
2025-05-21 00:00:00+00:00,Journey Together,730.9100000000001
2025-05-22 00:00:00+00:00,Journey Together,730.9100000000001
2025-05-23 00:00:00+00:00,Journey Together,730.9100000000001
2025-05-24 00:00:00+00:00,Journey Together,730.9100000000001
2025-05-25 00:00:00+00:00,Journey Together,730.9100000000001
2025-05-26 00:00:00+00:00,Journey Together,724.38
2025-05-27 00:00:00+00:00,Journey Together,724.38
2025-05-28 00:00:00+00:00,Journey Together,724.38
2025-05-29 00:00:00+00:00,Journey Together,724.38
2025-05-30 00:00:00+00:00,Journey Together,724.38
2025-05-31 00:00:00+00:00,Journey Together,724.38
2025-06-01 00:00:00+00:00,Journey Together,724.38
2025-06-02 00:00:00+00:00,Journey Together,678.93
2025-06-03 00:00:00+00:00,Journey Together,678.93
2025-06-04 00:00:00+00:00,Journey Together,678.93
2025-06-05 00:00:00+00:00,Journey Together,678.93
2025-06-06 00:00:00+00:00,Journey Together,678.93
2025-06-07 00:00:00+00:00,Journey Together,678.93
2025-06-08 00:00:00+00:00,Journey Together,678.93
2025-06-09 00:00:00+00:00,Journey Together,667.79
2025-06-10 00:00:00+00:00,Journey Together,667.79
2025-06-11 00:00:00+00:00,Journey Together,667.79
2025-06-12 00:00:00+00:00,Journey Together,667.79
2025-06-13 00:00:00+00:00,Journey Together,667.79
2025-06-14 00:00:00+00:00,Journey Together,667.79
2025-06-15 00:00:00+00:00,Journey Together,667.79
2025-06-16 00:00:00+00:00,Journey Together,628.15
2025-06-17 00:00:00+00:00,Journey Together,628.15
2025-06-18 00:00:00+00:00,Journey Together,628.15
2025-06-19 00:00:00+00:00,Journey Together,628.15
2025-06-20 00:00:00+00:00,Journey Together,628.15
2025-06-21 00:00:00+00:00,Journey Together,628.15
2025-06-22 00:00:00+00:00,Journey Together,628.15
2025-06-23 00:00:00+00:00,Journey Together,614.5
2025-06-24 00:00:00+00:00,Journey Together,614.49
2025-06-25 00:00:00+00:00,Journey Together,614.49
2025-06-26 00:00:00+00:00,Journey Together,614.5
2025-06-27 00:00:00+00:00,Journey Together,614.51
2025-06-28 00:00:00+00:00,Journey Together,614.59
2025-06-29 00:00:00+00:00,Journey Together,614.57
2025-06-30 00:00:00+00:00,Journey Together,603.14
2025-07-01 00:00:00+00:00,Journey Together,603.33
2025-07-02 00:00:00+00:00,Journey Together,603.32
2025-07-03 00:00:00+00:00,Journey Together,603.3
2025-07-04 00:00:00+00:00,Journey Together,603.34
2025-07-05 00:00:00+00:00,Journey Together,603.35
2025-07-06 00:00:00+00:00,Journey Together,603.26
2025-07-07 00:00:00+00:00,Journey Together,583.7
2025-07-08 00:00:00+00:00,Journey Together,583.6899999999999
2025-07-09 00:00:00+00:00,Journey Together,583.81
2025-07-10 00:00:00+00:00,Journey Together,583.92
2025-07-11 00:00:00+00:00,Journey Together,583.93
2025-07-12 00:00:00+00:00,Journey Together,583.89
2025-07-13 00:00:00+00:00,Journey Together,583.92
2025-07-14 00:00:00+00:00,Journey Together,570.53
2025-07-15 00:00:00+00:00,Journey Together,570.55
2025-07-16 00:00:00+00:00,Journey Together,570.87
2025-07-17 00:00:00+00:00,Journey Together,570.88
2025-07-18 00:00:00+00:00,Journey Together,570.61
2025-07-19 00:00:00+00:00,Journey Together,570.91
2025-07-20 00:00:00+00:00,Journey Together,570.9
2025-07-21 00:00:00+00:00,Journey Together,567.38
2025-07-22 00:00:00+00:00,Journey Together,567.41
2025-07-23 00:00:00+00:00,Journey Together,567.39
2025-07-24 00:00:00+00:00,Journey Together,567.27
2025-07-25 00:00:00+00:00,Journey Together,567.3100000000001
2025-07-26 00:00:00+00:00,Journey Together,567.33
2025-07-27 00:00:00+00:00,Journey Together,567.28
2025-07-28 00:00:00+00:00,Journey Together,561.75
2025-07-29 00:00:00+00:00,Journey Together,561.73
2025-07-30 00:00:00+00:00,Journey Together,561.64
2025-07-31 00:00:00+00:00,Journey Together,561.73
2025-08-01 00:00:00+00:00,Journey Together,561.75
2025-08-02 00:00:00+00:00,Journey Together,561.76
2025-08-03 00:00:00+00:00,Journey Together,561.67
2025-08-04 00:00:00+00:00,Journey Together,597.96
2025-08-05 00:00:00+00:00,Journey Together,597.59
2025-08-06 00:00:00+00:00,Journey Together,556.48
2025-08-07 00:00:00+00:00,Journey Together,586.2
2025-08-08 00:00:00+00:00,Journey Together,595.59
2025-08-09 00:00:00+00:00,Journey Together,598.86
2025-08-10 00:00:00+00:00,Journey Together,597.89
2025-08-11 00:00:00+00:00,Journey Together,590.24
2025-08-12 00:00:00+00:00,Journey Together,586.27
2025-08-13 00:00:00+00:00,Journey Together,585.74
2025-08-14 00:00:00+00:00,Journey Together,588.67
2025-08-15 00:00:00+00:00,Journey Together,590.62
